"","pr","tas","dtr","sfcWind","ps","huss","rsds","rlds"
"1",16.8292639777064,6.27871093750002,2.67755126953125,4.72687387466431,955.020625,0.00626744795590639,10.2414178848267,343.239837646484
"2",16.3894944358617,5.13259277343752,2.88226318359375,7.2689642906189,960.19421875,0.00565516483038664,19.997615814209,334.721008300781
"3",25.414009205997,4.91225585937502,5.32958984375,8.98857975006104,954.956640625,0.00537571217864752,46.7974243164062,309.208282470703
"4",3.96688152104616,1.12261352539065,2.06103515625,6.05969524383545,958.422421875,0.00421411450952291,34.1397094726562,301.518707275391
"5",11.29340082407,0.334024047851585,6.35488891601562,5.60409259796143,958.32375,0.00374584924429655,5.82433414459229,300.996185302734
"6",6.06393122579902,3.17792663574221,1.63442993164062,5.46068477630615,952.516875,0.00496622500941157,7.06887197494507,328.232177734375
"7",10.3174845222384,2.28659973144534,2.48678588867188,2.6944043636322,954.302578125,0.00447016768157482,25.6370391845703,315.250030517578
"8",0.414207120775245,0.333413696289085,1.70822143554688,2.26848697662354,964.470859375,0.00373358558863401,27.6230125427246,308.499725341797
"9",10.3094265796244,-1.3920959472656,3.0526123046875,6.81062793731689,973.816171875,0.00333160581067204,11.7875776290894,290.223449707031
"10",3.19180651567876,2.45890197753909,4.61349487304688,7.03964996337891,970.77375,0.00437978049740195,29.6229629516602,313.793090820312
"11",9.60876464378089,6.6107116699219,3.69293212890625,7.39117670059204,960.9246875,0.00495678093284369,6.65541839599609,312.94775390625
"12",20.7781902048737,6.17878112792971,0.691070556640625,5.92380142211914,953.552265625,0.0060128141194582,6.48897409439087,339.311737060547
"13",17.9892166983336,5.94974670410159,2.85183715820312,9.99306869506836,943.444453125,0.00597522687166929,12.3186798095703,322.910858154297
"14",2.88843013113365,2.63016662597659,3.32797241210938,6.13151121139526,953.219453125,0.00445854989811778,10.4136781692505,320.560455322266
"15",6.05358628090471,1.0201354980469,2.0869140625,7.06344127655029,964.757578125,0.00424352334812284,19.6543750762939,315.329162597656
"16",57.405773922801,4.27211914062502,8.501220703125,7.97898101806641,958.09046875,0.00544980866834521,10.9347009658813,328.516876220703
"17",40.3586148284376,6.24179992675784,4.40811157226562,4.95069932937622,955.447734375,0.00628776429221034,13.0202322006226,344.419128417969
"18",4.79412287240848,2.80658874511721,2.02432250976562,4.03433704376221,962.408828125,0.00462290132418275,15.6252880096436,321.890502929688
"19",0.771568200434558,0.94989929199221,2.07119750976562,3.13140273094177,973.194140625,0.00397537648677826,45.9695816040039,307.297119140625
"20",7.50011812655771e-05,-0.554037475585915,7.21524047851562,3.19410300254822,970.436328125,0.00302435480989516,86.2893600463867,205.984710693359
"21",0,-0.464865112304665,8.53335571289062,2.24628114700317,964.3490625,0.00271637598052621,84.0989151000977,212.29069519043
"22",1.89988502534106,1.45552978515627,3.38433837890625,4.38760423660278,965.419453125,0.00379276438616216,19.4379100799561,271.033752441406
"23",4.07809345051646,0.943566894531273,1.74432373046875,3.12047386169434,964.595625,0.0041700815781951,61.0737686157227,302.126190185547
"24",19.0422234591097,0.574365234375023,4.86065673828125,6.74284410476685,956.31421875,0.004114153329283,12.0532884597778,304.575164794922
"25",4.37200121814385,1.44011840820315,2.88189697265625,4.61944675445557,960.396328125,0.0043546361848712,47.2653427124023,312.229125976562
"26",14.582745032385,2.21607360839846,6.91464233398438,7.1351580619812,956.361171875,0.00446840561926365,8.97533988952637,309.260314941406
"27",13.1429809145629,4.05335388183596,3.06655883789062,6.91017532348633,960.15125,0.00520423147827387,8.83488178253174,330.366119384766
"28",29.8949067480862,6.1378112792969,5.1199951171875,6.88699913024902,964.32390625,0.00630871532484889,7.10524129867554,344.223510742188
"29",11.0418318305165,7.1148620605469,4.6458740234375,2.09936881065369,966.795234375,0.00603735726326704,50.4523429870605,316.412628173828
"30",1.20281507552136,4.69184265136721,8.07577514648438,0.7208571434021,964.866875,0.0050586317665875,90.4216842651367,289.539398193359
"31",3.09603405185044,3.9188171386719,5.88714599609375,1.86502480506897,962.1453125,0.00456485850736499,25.9537010192871,304.274780273438
"32",1.40747058321722,0.474572753906273,3.94256591796875,3.31680107116699,958.7671875,0.00378188770264387,25.3410377502441,312.220184326172
"33",0.501115054066759,-2.73697509765623,5.15240478515625,3.27269649505615,962.10390625,0.00296129263006151,93.2634887695312,248.571929931641
"34",3.73881999403238,-1.0615295410156,4.73406982421875,5.2587513923645,958.40640625,0.00315854488871992,19.1406078338623,257.890899658203
"35",1.33616882376373,0.703103637695335,1.64663696289062,0.857333660125732,955.22015625,0.00420620758086443,30.2012348175049,315.8955078125
"36",1.81813632370904,-1.33804931640623,2.22564697265625,2.31511926651001,959,0.00333130802027881,20.5579051971436,303.540313720703
"37",4.83373365132138,-0.801535034179665,1.60885620117188,3.49877738952637,964.880078125,0.00358652998693287,23.859806060791,306.824401855469
"38",7.55346058867872,1.66689453125002,3.32525634765625,3.8527512550354,966.036015625,0.00453827297315001,16.9641284942627,320.807830810547
"39",6.4054275630042,1.99445495605471,2.06588745117188,2.38317203521729,968.937421875,0.0044893454760313,25.4146137237549,316.107269287109
"40",11.724349251017,1.77410278320315,3.4315185546875,7.62824058532715,962.616796875,0.00438389461487532,11.7833824157715,317.978302001953
"41",22.3496122285724,1.33399353027346,1.01992797851562,8.70707035064697,943.7415625,0.00449405144900084,12.0630235671997,309.024810791016
"42",11.705907387659,0.641778564453148,3.07586669921875,5.18730211257935,949.522890625,0.00412788009271026,20.6007347106934,311.520233154297
"43",4.08283341675997,1.15667114257815,2.05950927734375,4.59149169921875,946.363828125,0.00429016351699829,35.6402130126953,316.489044189453
"44",15.7532803248614,2.05088195800784,3.96939086914062,7.71029949188232,948.2984375,0.00457535637542605,30.8581695556641,317.737365722656
"45",23.590693809092,4.32886657714846,6.82119750976562,5.5897068977356,952.64265625,0.00515303807333112,17.5850563049316,321.793243408203
